"16","전기","중소기업","(주)지에이","강원도 원주시 행구덕현길 56","0337345000","LED조명장치(터널등,가로등,보안등,실내등),등주,태양광발전장치","2013 ","1","","","1","","강원청"
"17","기계","중소기업","(주)세정테크","강원도 원주시 문막읍 동화공단로 52","0337442038","OIL FILTER","2016 ","1","1","","","","강원청"
"18","의료의약","중소기업","(주)굿플","강원도 원주시 문막읍 동화공단로 107","0216445866","","2012","1","","","1","","강원청"
"19","전기","중소기업","삼신기전","강원도 춘천시 남산면 해오름길 134","0332458405","전기기계, 수배전반 외함","2014 ","1","","","1","","강원청"
"20","광업","중소기업","(주)성신미네필드","강원도 정선군 남면 칠현로 504(유평리 21번지)","033-591-1373","석회석, 인조석","2015 ","2","","","2","","강원청"
"21","의료의약","중소기업","(주)베리콤","강원도 춘천시 퇴계공단1길 48","0332542881","치과용기기제조업","2012","1","1","","","","강원청"
"22","화학","벤처기업","주식회사애니우드","강원도 원주시 호저면 만종리 532-2","0333439054","합성목재 압출 성형품","2014 ","1","","","1","","강원청"
"23","기계","벤처기업","나노인텍(주)","강원도 원주시 흥업면 팔포길 56","0337354061","습식분쇄분산기","2010 ","1","","","1","","강원청"
"24","기계","중소기업","(주)화동뉴텍","강원도 원주시 문막읍 동화공단로 원주자동차부품일반산업단지 (화동뉴텍)","0337349371","조향장치","2003 ","3","2","","1","","강원청"
"25","기계","중소기업","(주)케이에이씨","강원도 원주시 문막읍 동화공단로 85-3","0337350350","조향장치,","2005 ","3","1","","2","","강원청"
"26","전기","중소기업","(주)중일전기","강원도 원주시 문막읍 동화공단로 ","0337430071","경관조명기구","2012 ","1","","","1","","강원청"
"27","기계","중소기업","인하테크(주)","강원도 원주시 문막읍 동화공단로 원주자동차부품일반산업단지 (주)인하테크","0337334200","g/box , 렉부쉬","1999 ","2","","1","1","","강원청"
"28","의료의약","중소기업","(주)네오비젼","강원도 원주시 문막읍 동화공단로 129-1","0316275508","","2012","2","","1","1","","강원청"
"29","의료의약","중소기업","(주) 비에스엘","강원도 춘천시 신북읍 율문리61-14, 103호, 104호","0332438384","보청기","2016","1","1","","","","강원청"
"30","의료의약","중소기업","㈜인성메디칼","강원도 원주시 지정면 기업도시로 168","0338123800","의료용품및기타의약관련제품제조업","2016","","","","","","강원청"
"31","시멘트.요업","중소기업","(주)유정개발","강원도 원주시 우두산길 19","0337423661","전주,흄관","2016 ","1","","","1","","강원청"
"32","통신기기","벤처기업","(주)샤인정보통신","강원도 영월군 영월읍 팔괴로 130-74","0333752549","영상감시장치","2016 ","1","","","1","","강원청"
"33","전기","중소기업","(주)대금전기","강원도 원주시 태장공단길 42-5","0337475421","변압기","2016 ","","","","","","강원청"
"34","기계","중소기업","(자)우진창호","강원도 원주시 문막읍 보통로 31","0337476245","유리가공 및 샷시 가공","2016 ","1","","","1","","강원청"
"35","생활용품","중소기업","(주)비룡씨에이치씨","강원도 춘천시 동산면 논골길 17-24(동산면 원창리 732-1)","033-261-9455","금속제창","2015 ","","","","","","강원청"
"36","식품음료","중소기업","델로스에프앤비 주식회사","강원도 원주시 우산공단길 159","0337315003","과립음료","2015","","","","","","강원청"
"37","전기","중소기업","이선케이블(주)","강원도 삼척시 근덕면 본동길 952-3","0335732700","선박용전선","2012 ","2","","1","1","","강원영동청"
"38","기계","중소기업","봉신롤(주)","강원도 태백시 동태백로 289-38","0332510190","압연 롤","2016 ","1","","","1","","강원영동청"
"39","시멘트.요업","중소기업","인베스트세라믹(주)","강원도 강릉시 과학단지로 106-81","0336449926","세라믹정밀가공품외","2016 ","1","","","1","","강원영동청"
"40","화학","소기업","(주)하스","강원 강릉시 과학단지로 77-14","070 7712 1300","의료기기제조업","2017","2","","","2","","강원영동청"
"41","광업","소기업","(주)태령산업","강원 태백시 역둔원동로 976","033 553 0974","석회석","2017","1","","","1","","강원영동청"
"42","식품음료","중기업","현대특수사료㈜","강원 강릉시 강동면 임곡로 316-8","033 644 6611","사료어유제품 제조","2017","2","","","2","","강원영동청"
"43","철강","소기업","주식회사더케이엠","강원 강릉시 주문진읍 농공단지길 40-71","033 661 7330","이동식건축물","2017","2","","","2","","강원영동청"
"44","시멘트.요업","소기업","(주)일양","강원 양양군 서면 들돌길 106","033 672 1722","레미콘","2017","1","","","1","","강원영동청"
"45","철강","소기업","해신철강(주)","강원 동해시 공단3로 39","033 521 8400","철근가공업","2017","1","","","1","","강원영동청"
"46","전자","소기업","(주)다올세라믹","강원 강릉시 과학단지로 77-22","033 660 7800","페라이트시트","2017","1","","","1","","강원영동청"
"47","화학","소기업","포세라주식회사","강원 강릉시 과학단지로 57-30","033 645 3719","고분자첨가제/파인세라믹스","2017","1","","","1","","강원영동청"
"48","기계","소기업","(주)신우이엔지","강원 강릉시 주문진읍 농공단지길 28-78","033 661 3099","조립식구조물 제조업,금속구조물 창호공사업","2017","1","","","1","","강원영동청"
"49","수산물가공","중소기업","북청산업영어조합법인","강원도 양양군 양양읍 포월새말길 23-98","0336713781","수산물가공및저장처리업","2016","","","","","","강원영동청"
"50","시멘요업","중소기업","(주)성심레미콘","강원도 양양군 서면 곰밭길 116-39","0336732400","레미콘제조업","2016","","","","","","강원영동청"
"51","시멘요업","중소기업","(주)정수","강원도 삼척시 원덕읍 삼척로 9","0335729352","레미콘제조업","2014","","","","","","강원영동청"
"52","시멘요업","벤처기업","(주)태신","강원도 삼척시 근덕면 본동길 21-120","0335722020","콘크리트관및조립구조재제조업","2014","","","","","","강원영동청"
"53","시멘요업","중소기업","동해콘크리트산업(주)","강원도 강릉시 강변로 632","0336528763","레미콘제조업","2016","","","","","","강원영동청"
"54","시멘요업","벤처기업","보성레미콘(주)","강원도 강릉시 강동면 동해대로 1897","0336559925","레미콘제조업","2016","","","","","","강원영동청"
"55","식음료","중소기업","동그린주식회사","강원도 강릉시 강동면 단경로 114","033-646-6670","아이스크림및기타식용빙과류제조업","2015","","","","","배정제한","강원영동청"
"56","식음료","중소기업","동림푸드(주)","강원도 강릉시 사천면 한과마을길 58","033-648-8811","기타식품제조업","2016","","","","","","강원영동청"
"57","전기","벤처기업","(주)원테크","강원도 속초시 농공단지2길 33-10 (대포동 988-2)","033-631-6390","","2015","","","","","","강원영동청"
"58","생활용품","벤처기업","(주)페이스","강원도 강릉시 사천면 과학단지로 258-26","0336528600","간판및광고물","2016 ","","","","","","강원영동청"
"59","시멘트.요업","중소기업","(자)성창레미콘","강원도 동해시 공단1로 6","0335212003","레미콘","2016 ","","","","","","강원영동청"
"60","시멘트.요업","벤처기업","(주)금강레미콘","강원도 삼척시 원덕읍 삼척로 917","033-573-5046","레미콘","2016 ","","","","","","강원영동청"
"61","시멘트.요업","소기업","강호레미콘(주)","강원 삼척시 원덕읍 가곡천로 3048","033 573 6770","레미콘","2017","","","","","","강원영동청"
"62","애니메이션","중소기업","㈜디피에스","강원도 춘천시 서면 박사로 882 212~213호","070 8244 4100","애니메이션","2017","1","","1","","","강원청"
"63","의료의약","소기업","㈜현대메디텍","강원 원주시 태장공단길 42-10","070 4490 3300","봉합사
약물주입기","2017","","","","","","강원청"
"64","광업","중기업","주식회사 우룡","강원 영월군 북면 밤재로 590-30","033 374 9955","생석회, 석회석","2017","","","","","","강원청"
"65","의료의약","소기업","㈜레메디","강원 춘천시 삭주로 145번길 69-14","033 245 6682","포터블엑스선
촬영장치","2017","1","","","1","","강원청"
"66","의료의약","벤처기업","㈜지앤더블류","강원 춘천시 퇴계공단1길 5","033 263 8547","정형외과용부목","2017","2","1","","1","","강원청"
"67","시멘트.요업","소기업","(주)영남유리산업","강원 원주시 판부면 마장2길 16","033 766 2933","복층유리,금속제창","2017","1","","","1","","강원청"
"68","화학","벤처기업","(주)엔투하이텍","강원 원주시 흥업면 대안로 411","033 764 3346","합성목재","2017","2","","","2","","강원청"
"69","정보처리","소기업","(주)바로코믹스","강원 춘천시 공지로 143 태림빌딩 3층","033 264 1060","웹툰 콘텐츠","2017","3","","2","1","","강원청"
"70","시멘트.요업","소기업","강원레미콘(주)","강원 정선군 정선읍 정선로 1045","033 562 5577","레미콘","2017","1","","","1","","강원청"
"71","화학","소기업","(주)단정바이오","강원 원주시 호저면 호매곡1길 85","033 763 7185","천연소재를 이용한 화장품원료","2017","1","","","1","","강원청"
"72","정보처리","소기업","(주)씨디에스","강원 춘천시 동면 금베이길 93-6","033 257 3001","SMART U.I","2017","","","","","","강원청"
"73","시멘트.요업","소기업","(주)현림레미콘","강원 평창군 평창읍 서동로 2809","033 333 7021","레미콘","2017","1","","","1","","강원청"
"74","통신기기","소기업","(주)티앤씨","강원 원주시 갈촌길 104-3","033 732 3990","무인교통감시장치","2017","1","","","1","","강원청"
"75","기계","중기업","(주)한일티앤씨","강원 원주시 문막공단길 69","02 838 5682","무대기계장치","2017","1","1","","","","강원청"
"76","기계","소기업","(주)헬스웰메디칼","강원 원주시 문막읍 동화공단로 130-2 동화첨단의료단지 벤처 2공장 3층","033 732 0795","멸균기, 렌즈","2017","1","","","1","","강원청"
"77","기계","중기업","오토테크","강원 원주시 문막읍 문막공단길 248 (주)오토테크","033 732 3701","자동차부품","2017","1","","","1","","강원청"
"78","기계","중소기업","(주)세원","강원도 원주시 태장공단길 53","033-734-7200","기체여과기제조업","1996","","","","","","강원청"
"79","기계","중소기업","(주)신우하이텍","강원도 원주시 문막읍 동화공단로 85-8 (동화리 1680-8 )","033-744-9361","","2012","","","","","","강원청"
"80","기계","중소기업","(주)에스비","강원도 홍천군 홍천읍 오안로 80(하오안리 532-4)","0334358317","","2015","","","","","","강원청"
"81","기계","중소기업","대한과학","강원도 원주시 지정면 신평석화로 326","0337377563","","2013","","","","","","강원청"
"82","기계","중소기업","동해엔지니어링(주)","강원도 원주시 태장공단길 57","0337475600","액체펌프제조업","1991","","","","","","강원청"
"83","기계","중소기업","제이엠아이(주)","강원도 원주시 치악로 1339(관설동 1275-7)","0337615538","압축식엔진및모터제조업","2011","","","","","","강원청"
"84","농산물가공","중소기업","(주)팜텍 코리아","강원도 원주시 문막읍 문막공단길 59","0337319757","","2015","","","","","","강원청"
"85","농산물가공","중소기업","농업회사법인 김채(주)","강원도 원주시 문막읍 동화큰골길 8-1","0337340980","","2015","","","","","","강원청"
"86","농산물가공","중소기업","농업회사법인꿈터종합식품(주)","강원도 원주시 문막읍 문막공단길 190","0337328851","","2015","","","","","","강원청"
"87","생활용품","중소기업","(주)디카팩","강원도 원주시 호저면 영산길 51-28","0337314533","","2013","","","","","","강원청"
"88","생활용품","중소기업","(주)바이오토피아","강원도 춘천시 동내면 거두단지2길 14(거두리 1150번지)","0332518441","사료제조업","2015","","","","","배정제한","강원청"
"89","생활용품","중소기업","㈜네오플램","강원도 원주시 지정면 기업도시로 1","0226608612","","2013","","","","","","강원청"
"90","섬유","중소기업","(주)세원상사","강원도 철원군 김화읍 외골길 22","0334587897","모직물직조업","2001","","","","","","강원청"
"91","식음료","중소기업","(주)베베쿡","강원도 춘천시 퇴계농공로 118","07082503736","","2014","","","","","","강원청"
"92","식음료","중소기업","고려인삼주식회사","강원도 원주시 문막읍 문막공단길 226","0337315760","인삼식품제조업","2015","","","","","","강원청"
"93","식음료","중소기업","상일제과㈜","강원도 인제군 인제읍 인제로 117","0334612351","기타식품제조업","2016","","","","","","강원청"
"94","의료의약","중소기업","(주)바이오프로테크","강원도 원주시 문막읍 동화공단로 151 - 3","033-735-7720","의료용품및기타의약관련제품제조업","2003","","","","","","강원청"
"95","의료의약","중소기업","(주)소닉월드","강원도 원주시 문막읍 동화공단로 131","0338131813","","2013","","","","","","강원청"
"96","의료의약","벤처기업","(주)엑스엘","강원도 원주시 태장공단길 42-10, 4동 106호","0337323400","","2014","","","","","","강원청"
"97","의료의약","중소기업","(주)조양디엠","강원도 원주시 흥업면 승안동길 55","0337433418","","2014","","","","","","강원청"
"98","의료의약","벤처기업","㈜유바이오로직스","강원도 춘천시 소양강로 바이오벤처프라자 4동 1층, 2-4~2-6, 3-1~3-4, 지하일부","0338174001","의료용품및기타의약관련제품제조업","2016","","","","","","강원청"
"99","의료의약","중소기업","㈜태연메디칼","강원도 원주시 문막읍 동화공단로 132-1(동화리 1642-4)","0337427555","의료용기기제조업","2015","","","","","","강원청"
"100","의료의약","중소기업","유니스파테크㈜","강원도 원주시 태장공단길 42-10(태장동 1720-26)","07047385641","의료용기기제조업","2015","","","","","","강원청"
"101","의료의약","벤처기업","휴레브","강원도 원주시 문막읍 동화공단로 107-3","0337477171","","2011","","","","","","강원청"
"102","광업","중소기업","(주)충무화학","강원도 정선군 남면 거칠현길 80","0335909900","석회석광업","2016","","","","","","강원청"
"103","전기","중소기업","(주)에타솔라","강원도 횡성군 공근면 아이티밸리길 12","0337488501","","2016","","","","","","강원청"
"104","전자","중소기업","(주)매그넘코리아","강원도 원주시 소초면 현촌길 108(소초면 평장리 907-4)","0337485133","","2015","","","","","","강원청"
"105","전자","중소기업","(주)코스텍","강원도 원주시 문막읍 동화공단로 135-1","0337479672","","2010","","","","","","강원청"
"106","전자","벤처기업","진흥계전(주)","강원도 춘천시 동면 도토골길 19","0332647763","전기회로개폐","2016","","","","","","강원청"
"107","전자","중소기업","태양쓰리시(주)","강원도 홍천군 홍천읍 농공단지길 23-18","0334354011","기타전자부품제조업","1997","","","","","","강원청"
"108","정보처리","벤처기업","임팩시스","강원도 춘천시 강원대학길 1-1 보듬관 805호","07070046500","기타소프트웨어자문","2016","","","","","","강원청"
"109","철강","중소기업","(주)동암기전","강원도 춘천시 남산면 보매기길 65","0332627677","전기용품","2000","","","","","배정제한","강원청"
"110","통신기기","중소기업","송암시스콤(주)","강원도 원주시 문막읍 동화공단로 ","0337378300","","2012","","","","","","강원청"
"111","화학","중소기업","(주)바이오메트릭스테크놀로지","강원도 춘천시 소양강로 56 바이오벤처프라자 4동 2-3호","0332586096","의료용품및기타의약관련제품제조업","2016","","","","","","강원청"
"112","화학","중소기업","(주)시안","강원도 횡성군 우천면 경강로 3111","0333401208","","2014","","","","","","강원청"
"113","화학","중소기업","(주)프라코","강원도 평창군 평창읍 농공단지길 23-15","0333338272","의약용화합물및항생물질제조업","2001","","","","","","강원청"
"114","화학","중소기업","대한화인세라믹(주)","강원도 원주시 문막읍 문막공단길 37 - 0 (반계리,대한화인세라믹(주))","0337317441","","2012","","","","","","강원청"
"115","화학","중소기업","에스에이치엘","강원도 원주시 태장공단길 56","024430230","윤활유및그리스제조업","2016","","","","","","강원청"
"116","화학","중소기업","유성씨앤에프(주)","강원도 원주시 우산공단길 8-33","0337424248","벽및바닥피복용플라스틱제품제조업","2001","","","","","","강원청"
"117","시멘트.요업","소기업","(주)영월이엔에스","강원 영월군 북면 원동로 332","033 375 2929","조경석.석재.골재","2017","","","","","","강원청"
"118","철강","소기업","(주)효명","강원 횡성군 우천면 법주리 713","033 263 8337","가드레일","2017","","","","","","강원청"
"119","정보처리","소기업","(주)에스씨플랫폼","강원 춘천시 강원대학길 1 강원대학교 보듬관 1106호","070 7860 2210","비즈니스플랫폼개발","2017","","","","","","강원청"
"120","의료의약","중기업","㈜은성글로벌","강원 원주시 지정면 기업도시로120","033 760 1700","","2017","","","","","","강원청"
"121","기계","중소기업","경동산업(주)","경기도 파주시 광탄면 혜음로601번길 51","031-946-0922","냉동기,냉장기","2014 ","4","","2","2","","경기북부청"
"122","전기","중소기업","(주)피앤에스","경기도 포천시 군내면 마전길 25 - 11","031-544-3262","자동화설비","2000 ","2","","","2","","경기북부청"
"123","기계","중소기업","밀레니엄옵틱칼시스템(주)","경기도 파주시 법원읍 둔방이길 29","031-946-7041","렌즈, 프리즘, 필터, 코팅","2014 ","2","","","2","","경기북부청"
"124","전기","중소기업","(주)싸인텔레콤","경기도 파주시 소라지로195번길 113","031-941-8778","LED전광판","2016 ","1","1","","","","경기북부청"
"125","생활용품","중소기업","카피어랜드(주)","경기도 파주시 파주읍 돈유2로 76","031-1544-6798","제본표지 , 와이어링","2016 ","1","","","1","","경기북부청"
"126","의료의약","중소기업","씨앤에스메디칼(주)","경기도 포천시 소흘읍 무란길 4-7","070-7012-5680","정형외과용 (implant,instrument)","2014","1","","","1","","경기북부청"
"127","전기","중소기업","엔엠텍코리아(주)","경기도 남양주시 진건읍 진관산단로70번길 20","031-572-9324"," ","2011 ","1","","","1","","경기북부청"
"128","전자","중소기업","(주)엠피지오","경기도 의정부시 의정로 98","07076021503","학습기,태블릿PC","2015 ","4","","2","2","","경기북부청"
"129","전기","중소기업","(주)태건상사","경기도 고양시 일산서구 덕산로57번길 37","0319236404","가설분전반외","2015 ","2","","","2","","경기북부청"
"130","통신기기","중소기업","(주)선인유니텍","경기도 남양주시 화도읍 비룡로524번길 42-1","031-576-3761","보안카메라,DVR","2012 ","2","","1","1","","경기북부청"
"131","화학","중소기업","(주)나우스","경기도 남양주시 진건읍 진관산단로54번길 15 주식회사 나우스","0315276761","쇼핑백,버거랩 인쇄및제조","2016 ","2","","","2","","경기북부청"
"132","기계","중소기업","(주)대흥쿨러","경기도 포천시 내촌면 금강로2018번길 41-24","031-532-9667","오일쿨러,열교환기 외","2012 ","3","","1","2","","경기북부청"
"133","기계","중소기업","시스템벤트(주)","경기도 양주시 광적면 부흥로925번길 218","0318374501","송풍기, 공조기","2013 ","2","2","","","","경기북부청"
"134","기계","중소기업","주식회사다지트","경기도 고양시 일산동구 은마길79번길 85(설문동)","031-916-8918","엘리베이터부품,도어","2015 ","2","","","2","","경기북부청"
"135","전기","중소기업","상도전기통신(주)","경기도 의정부시 산단로76번길 29(용현동)","02-995-1258","배선용차단기,누전차단기,배전반","1995 ","1","","1","","","경기북부청"
"136","생활용품","중소기업","(주)동연디자인","경기도 파주시 광탄면 마장리1071(마장리, 381-1)","031-944-5250","사무용가구","2016","1","","","1","","경기북부청"
"137","화학","중소기업","(주)일진산업","경기도 파주시 광탄면 만장산로 181","03180711313","진공성형품","2016 ","1","","","1","","경기북부청"
"138","전기","중소기업","(주)금원하이텍","경기도 파주시 법원읍 술이홀로934번길 55","0319447800","냉,온장고 쇼케이스","2016 ","1","","","1","","경기북부청"
"139","전자","중소기업","(주)알엔디플러스","경기도 고양시 일산동구 일산로 138,610(백석동,테크노타운)","0319143662","터치스크린","2016 ","1","","1","","","경기북부청"
"140","화학","중소기업","(주)올테크코리아","경기도 포천시 정자동1길 14-28 다동","0315341560","금형 성형사출물","2016 ","1","1","","","","경기북부청"
"141","철강","중소기업","(주)대한정공","경기도 파주시 탄현면 한산로 5-43","0319420066","산업용나이프","2016 ","1","","1","","","경기북부청"
"142","전기","벤처기업","국제통신공업(주)","경기도 남양주시 화도읍 비룡로 411번길 100 (가동,나동)","031-595-1214","UPS, ESS","2010 ","2","2","","","","경기북부청"
"143","기계","중소기업","(주)큐리오텍","경기도 파주시 광탄면 명봉산로352번길 79","0319459250","로드셀,인디게이터","2016 ","2","","1","1","","경기북부청"
"144","기계","중소기업","(주)야스","경기도 파주시 탄현면 한산로 69","070-8620-8269","평판디스플레이 양산장비","2014 ","6","5","1","","","경기북부청"
"145","기계","중소기업","(주)성원산업","경기도 남양주시 진접읍 경복대로바람골길 42-102","031-511-0265","주방설비 외","2016 ","1","1","","","","경기북부청"
"146","전기","중소기업","(주)신영포엠","경기도 남양주시 진건읍 진건오남로 423-1, 1층","0234233057"," ","2009 ","3","","1","2","","경기북부청"
"147","통신기기","중소기업","디지아이","경기도 양주시 청담로 52","0318208900","잉크젯 플로터","2016 ","2","","","2","","경기북부청"
"148","기계","벤처기업","(주)포스콤행신지점","경기도 고양시 덕양구 소원로 경기도 고양시 덕양구 소원로 227, B1층 7층 8층 (행신동)","0319069007","휴대용 엑스레이","2001 ","2","2","","","","경기북부청"
"149","기계","중소기업","(주)협진정공","경기도 양주시 백석읍 권율로1253번길 52-45","0318261043","광학기기부품","2016 ","2","","","2","","경기북부청"
"150","의료의약","중소기업","㈜인투케어","경기도 양주시 백석읍 권율로1253번길 78-5","031-851-7190","INTO-LB.CB.S.BLLON","2016","4","1","3","","","경기북부청"
"151","철강","중소기업","(주)트리스","경기도 동두천시 승전로 21(하봉암동)","031-866-4602","스텐레스파이프","2002 ","2","","1","1","","경기북부청"
"152","통신기기","중소기업","(주)라이브존","경기도 양주시 백석읍 권율로1253번길 7-40","07089968926","cctv","2016 ","1","","","1","","경기북부청"
"153","기계","중소기업","태성공업","경기도 양주시 은현면 운하로 142","0318640671","프론트 로우더","2016 ","2","","","2","","경기북부청"
"154","기계","중소기업","창성소프트젤(주)","경기도 포천시 소흘읍 소흘로 99","0315426336","연질캡슐성형기","2016 ","3","1","","2","","경기북부청"
"155","전기","중소기업","(주)베스텍","경기도 포천시 화현면 문암동길 33","031-532-0670","수배전반","1999 ","1","","","1","","경기북부청"
"156","기계","중소기업","동화윈(주)","경기도 양주시 광적면 광적로 289-12","0318360003","냉동기계","2012 ","2","2","","","","경기북부청"
"157","의료의약","중소기업","(주)유니온메디칼","경기도 의정부시 산단로76번길 47 용현산업단지 내","0318531522","의료용기기제조업","2000","2","","","2","","경기북부청"
"158","생활용품","중소기업","(주)우드메탈","경기도 남양주시 수동면 남가로 1770","0315949900","사무용가구","2013 ","1","","","1","","경기북부청"
"159","생활용품","중소기업","주식회사 유퍼니","경기도 포천시 호국로 1060-1(선단동)","070-5089-0986","원목가구,철제가구,사무용가구등","2015 ","1","","","1","","경기북부청"
"160","화학","중소기업","(주)우진프라스틱","경기도 구리시 담터길21번길 70-15","031-572-6357","plastic buckle","2014 ","1","","","1","","경기북부청"
"161","생활용품","중소기업","씨앤씨","경기도 파주시 문산읍 돈유3로 50","0319467470","칫솔, 치약","2015 ","1","","","1","","경기북부청"
"162","전기","중소기업","(주)유아이케이","경기도 파주시 검산로 234-3","031-8071-0226","LED관련제품","2013 ","1","","","1","","경기북부청"
"163","전기","중소기업","(주)효선전기","경기도 파주시 조리읍 등원로353번길 15-38","031-945-1213","절전형전구, LED램프, 가로등기구, 경관용기구","2000 ","1","","","1","","경기북부청"
"164","기계","벤처기업","(주)한국유체","경기도 파주시 탄현면 한록산길 138","031-949-0564","컴프레서, 진공펌프","2009 ","2","1","","1","","경기북부청"
"165","생활용품","중소기업","(주)포스텍","경기도 파주시 광탄면 만장산로 136-45","0319476002","식품포장용 실링 필름","2016 ","1","1","","","","경기북부청"
"166","전자","중소기업","(주)선우커뮤니케이션","경기도 포천시 군내면 좌의길 8","031-535-1938","안테나","1998 ","1","","","1","","경기북부청"
"167","기계","중소기업","(주)구츠","경기도 양주시 율정로247번길 79-6","02-976-2233","정수기,공기살균기","2012 ","1","","","1","","경기북부청"
"168","기계","중소기업","일신바이오베이스","경기도 동두천시 삼육사로548번길 84","031-867-1384"," ","1996 ","5","3","1","1","","경기북부청"
"169","전기","중소기업","(주)케이텔","경기도 의정부시 산단로132번길 98","031-852-7372","소방용품(화재수신반외)","2000 ","2","","1","1","","경기북부청"
"170","기계","중소기업","(주)삼성특수브레이크","경기도 파주시 탄현면 엘지로 456","0319441717","철도,산업용,자동차 브레이크 라이닝","2016 ","2","","","2","","경기북부청"
"171","생활용품","벤처기업","(주)지에스원","경기도 파주시 광탄면 보광로519번길 21","031-957-4291","자동차시뮬레이터","2014 ","1","","","1","","경기북부청"
"172","정보처리","중소기업","(주)첨단공간정보","경기도 고양시 일산동구 백석동 340-28","0319084523","수치지도","2016","1","","","1","","경기북부청"
"173","전기","중소기업","(주)준쉐이드","경기도 파주시 조리읍 장곡로 105","023238181","전동커튼모터시스템&전동원주형모터시스템","2016 ","1","","","1","","경기북부청"
"174","화학","중소기업","(주)엔썸","경기도 포천시 소흘읍 한성길 61","0315423981","창호,현관문","2016 ","1","","","1","","경기북부청"
"175","철강","중소기업","코스탈(주)","경기도 파주시 탄현면 웅지로 44-75","031-8071-2325","동버스바, 동 슬리브","2015 ","2","","","2","","경기북부청"
"176","전기","중소기업","(주)삼영전기","경기도 포천시 소흘읍 거친봉이길 104","031-541-6071","수배전반","2001 ","1","","","1","","경기북부청"
"177","전기","중소기업","베이직테크(주)","경기도 파주시 신촌1로 17","070-7004-2200","LED영상장비","2013 ","4","","3","1","","경기북부청"
"178","통신기기","중소기업","(주)서돌전자통신","경기도 고양시 일산동구 일산로 138, 920호(백석동, 일산테크노타운)","0319015120","교통신호제어기","2015 ","1","1","","","","경기북부청"
"179","철강","중소기업","에이제이스틸(주)","경기도 양주시 광적면 화합로 191-81","031-894-5607","냉연강판, 알루미늄, 스테인레스","2011 ","1","","","1","","경기북부청"
"180","전자","중소기업","(주)엔티씨","경기도 고양시 일산동구 일산로 142 유니테크빌 720호","031-932-0912","PCB(인쇄회로기판)가공및 검사","2014 ","2","","1","1","","경기북부청"
"181","전기","중소기업","대성아이디에스(주)","경기도 양주시 칠봉산로228번길 156-14","02-2633-6466","엘리베이터부품","2013 ","1","","","1","","경기북부청"
"182","전자","중소기업","인터엠(주)","경기도 양주시 화합로1402번길 73","031-860-7101","방송산업용 음향장비, 스피커","1991 ","1","","","1","","경기북부청"
"183","전기","중소기업","(주)평일","경기도 양주시 칠봉산로254번길 79(봉양동)","0318606600","고압접속재류","2016 ","1","","","1","","경기북부청"
"184","기계","중소기업","삼에스기계(주)","경기도 포천시 가산면 정금로393번길 88","031-543-8534","환편기","2013 ","2","","","2","","경기북부청"
"185","기계","중소기업","(주)태진","경기도 양주시 광적면 광적로224번길 171","0318795000","도계.도압 자동화 플랜트","2016 ","6","6","","","","경기북부청"
"186","의료의약","중소기업","(주)멕아이씨에스","경기도 파주시 상지석길 21","07071192507","의료용기기제조업","2014","5","2","2","1","","경기북부청"
